OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
355591,4815,-37.8446916942501,145.039047280336,4815,5962,TOORAK ROAD btwn MONASH FREEWAY Onramp & MONASH FREEWAY,EAST BOUND,17000,E,15000,336,E,0.03,35000,,,-0.005,0.002,2017,"15,000* (2% 336*) EAST BOUND"
355592,4623,-37.8277215568029,145.112890807822,4623,5972,ELGAR ROAD btwn CANTERBURY ROAD & RIVERSDALE ROAD,SOUTH BOUND,10000,E,9300,257,E,0.03,19000,,,-0.001,0.003,2017,"9,300* (3% 257*) SOUTH BOUND"
355593,5152,-37.7777060669006,145.124450376373,5152,5981,WILLIAMSONS ROAD btwn GEORGE STREET & MANNINGHAM ROAD,SOUTH BOUND,12000,E,10000,643,E,0.07,20000,,,0.004,0.002,2017,"10,000* (6% 643*) SOUTH BOUND"
355594,4822,-38.3606178761234,143.583137940787,4822,5991,IRREWILLIPE ROAD btwn MAIN STREET & LAWES ROAD,WEST BOUND,729,E,772,63,E,0.1,1700,,,0.007,0.003,2017,772* (8% 63*) WEST BOUND
355595,5155,-38.2445972952248,146.425432961155,5155,5999,MONASH WAY btwn PRINCES FREEWAY EAST & PRINCES FREEWAY EAST,SOUTH BOUND,4400,E,4700,247,E,0.07,9100,,,0.01,0.003,2017,"4,700* (5% 247*) SOUTH BOUND"
355596,5279,-34.1757964987039,142.058568066399,5279,6492,CALDER HIGHWAY btwn FOURTH STREET & DEAKIN AVENUE,SOUTH EAST BOUND,2500,E,2700,229,E,0.11,5500,,,0.062,0.015000000000000001,2017,"2,700* (8% 229*) SOUTH EAST BOUND"
355597,5280,-34.2473289369722,142.184313846176,5280,6497,CALDER HIGHWAY btwn FIFTEENTH STREET & JACARANDA STREET,SOUTH BOUND,4800,E,5100,505,E,0.12,10000,,,0.036000000000000004,0.006,2017,"5,100* (10% 505*) SOUTH BOUND"
355598,4667,-38.3966796952478,143.886160688117,4667,6150,DEANS MARSH-LORNE ROAD btwn BIRREGURRA-DEANS MARSH ROAD & DEANS MARSH ROAD,SOUTH EAST BOUND,364,E,385,46,E,0.15,770,,,0.017,0.018000000000000002,2017,385* (12% 46*) SOUTH EAST BOUND
355599,4871,-37.9691027115673,143.312788092604,4871,6158,CAMPERDOWN-BALLARAT ROAD btwn CAMPERDOWN-BALLARAT ROAD & CAMPERDOWN-LISMORE ROAD,SOUTH BOUND,308,E,326,66,E,0.25,670,,,0.013000000000000001,0.002,2017,326* (20% 66*) SOUTH BOUND
355600,4374,-36.4272294323888,146.260365674387,4374,6689,HUME FREEWAY btwn HUME FREEWAY Onramp & GLENROWAN-MYRTLEFORD ROAD,NORTH BOUND,7600,E,8000,2200,E,0.33,16000,,,0.02,0.002,2017,"8,000* (27% 2,200*) NORTH BOUND"
355601,5869,-36.161873917911,146.602265164063,5869,6705,HUME FREEWAY btwn BEECHWORTH-CHILTERN ROAD & HUME FREEWAY Onramp,EAST BOUND,6000,E,6300,2000,E,0.39,12000,,,0.021,0.002,2017,"6,300* (32% 2,000*) EAST BOUND"
355602,5875,-34.5897172034485,142.771931807603,5875,6721,BROMLEY ROAD btwn ROBINVALE ROAD & DAVID STREET,SOUTH BOUND,1600,E,1700,157,E,0.11,3200,,,0.003,0.005,2017,"1,700* (9% 157*) SOUTH BOUND"
355603,4549,-37.9827274315241,145.07124697069,4549,5711,WARRIGAL ROAD btwn BALCOMBE ROAD & COMO PARADE,SOUTH BOUND,7000,E,6300,388,E,0.07,13000,,,0.015000000000000001,0.007,2017,"6,300* (6% 388*) SOUTH BOUND"
355604,4553,-37.9293184004798,145.00404343432,4553,5720,SOUTH ROAD btwn HAMPTON STREET & BLUFF ROAD,EAST BOUND,12000,A,10000,643,E,0.07,19000,948,989,0.012,0.006,2017,"10,000 (6% 643*) EAST BOUND"
355605,4024,-37.9255063217065,145.026838596983,4024,5729,CUMMINS ROAD btwn NEPEAN HIGHWAY & BLUFF ROAD,SOUTH BOUND,7200,A,6400,398,E,0.07,12000,411,652,0.0,0.004,2017,"6,400 (6% 398*) SOUTH BOUND"
355606,3624,-37.897785095827,144.989537397258,3624,5738,NORTH ROAD btwn ST KILDA STREET & NEW STREET,EAST BOUND,4900,E,4400,270,E,0.07,8800,,,0.013000000000000001,0.005,2017,"4,400* (6% 270*) EAST BOUND"
355607,4561,-37.8602187016493,144.9824888975,4561,5747,BARKLY STREET btwn ALMA ROAD & GREY STREET,SOUTH BOUND,8200,A,7400,455,E,0.07,14000,364,852,-0.008,0.002,2017,"7,400 (6% 455*) SOUTH BOUND"
355608,4578,-37.7989585809573,144.984268064526,4578,5756,JOHNSTON STREET btwn SMITH STREET & WELLINGTON STREET,EAST BOUND,11000,E,9700,383,E,0.04,19000,,,-0.01,0.004,2017,"9,700* (4% 383*) EAST BOUND"
355609,5240,-37.9008214172737,145.105469073008,5240,6337,DANDENONG ROAD btwn HUNTINGDALE ROAD & CLAYTON ROAD,SOUTH EAST BOUND,21000,E,19000,1000,E,0.06,42000,,,-0.002,0.003,2017,"19,000* (5% 1,000*) SOUTH EAST BOUND"
355610,4298,-37.9475325667308,145.172637945436,4298,6345,DANDENONG ROAD btwn 3RD DRIVE & BROWNS ROAD,SOUTH EAST BOUND,25000,E,22000,1200,E,0.06,39000,,,-0.002,0.002,2017,"22,000* (5% 1,200*) SOUTH EAST BOUND"
355611,4917,-37.9901156192987,145.214606655893,4917,6352,LONSDALE STREET btwn PRINCES HIGHWAY EAST & FOSTER STREET,SOUTH BOUND,19000,E,17000,963,E,0.06,35000,,,0.001,0.003,2017,"17,000* (6% 963*) SOUTH BOUND"
355612,5246,-38.003634402176,145.251846512417,5246,6360,PRINCES HIGHWAY EAST btwn SOUTH GIPPSLAND FREEWAY & SOUTH GIPPSLAND FREEWAY,EAST BOUND,31000,E,28000,2000,E,0.08,50000,,,0.018000000000000002,0.003,2017,"28,000* (7% 2,000*) EAST BOUND"
355613,62,-38.4759321331383,145.946806964321,62,4081,ROUGHEAD STREET btwn ANDERSON STREET & ROUGHEAD STREET,NORTH BOUND,4000,E,4200,524,E,0.15,9300,,,0.014,0.005,2017,"4,200* (12% 524*) NORTH BOUND"
355614,3629,-37.7992782724642,144.987350498922,3629,5758,JOHNSTON STREET btwn WELLINGTON STREET & HODDLE STREET,EAST BOUND,9400,E,8500,336,E,0.05,20000,,,-0.01,0.003,2017,"8,500* (4% 336*) EAST BOUND"
355615,4581,-37.8074801978711,145.028882808608,4581,5766,DENMARK STREET btwn HIGH STREET & WELLINGTON STREET,SOUTH BOUND,14000,E,12000,756,E,0.07,23000,,,-0.005,0.003,2017,"12,000* (6% 756*) SOUTH BOUND"
355616,4583,-38.2525739160467,144.536568802908,4583,5775,GRUBB ROAD btwn SMITHTON GROVE & TUCKFIELD STREET,SOUTH BOUND,6000,E,6300,392,E,0.08,13000,,,0.011000000000000001,0.004,2017,"6,300* (6% 392*) SOUTH BOUND"
355617,4585,-37.7898477436597,145.026429040017,4585,5786,CHANDLER HIGHWAY btwn EASTERN FREEWAY Offramp & EASTERN FREEWAY Onramp,SOUTH EAST BOUND,19000,E,17000,798,E,0.05,35000,,,-0.002,0.002,2017,"17,000* (5% 798*) SOUTH EAST BOUND"
355618,4778,-37.7717093313126,145.019347409199,4778,5796,STATION STREET btwn SEPARATION STREET & HEIDELBERG ROAD,SOUTH BOUND,12000,E,10000,645,E,0.07,20000,,,0.005,0.003,2017,"10,000* (6% 645*) SOUTH BOUND"
355619,4782,-37.7739286781163,144.936935848678,4782,5805,BRUNSWICK ROAD btwn WESTERN LINK TOLLWAY & WESTERN LINK TOLLWAY,EAST BOUND,16000,E,14000,869,E,0.07,27000,,,0.01,0.005,2017,"14,000* (6% 869*) EAST BOUND"
355620,4569,-37.7294528439768,144.86954702129,4569,5814,MOORNA DRIVE btwn CALDER FREEWAY & CALDER HIGHWAY Offramp,SOUTH BOUND,7100,E,6400,306,E,0.06,13000,,,-0.004,0.002,2017,"6,400* (5% 306*) SOUTH BOUND"
355621,3979,-37.4175818404379,144.990799109935,3979,5508,WATSON STREET btwn HUME FREEWAY Onramp & HUME FREEWAY,EAST BOUND,3600,E,3800,226,E,0.07,7800,,,0.07200000000000001,0.011000000000000001,2017,"3,800* (6% 226*) EAST BOUND"
355622,3577,-37.6597102246847,145.019104948234,3577,5517,HIGH STREET btwn CHILDS ROAD & KINGSWAY DRIVE,SOUTH BOUND,16000,E,14000,428,E,0.03,29000,,,-0.009000000000000001,0.007,2017,"14,000* (3% 428*) SOUTH BOUND"
355623,4506,-37.7557337224894,145.062133757661,4506,5527,BURGUNDY STREET btwn STRADBROKE AVENUE & CAPE STREET,EAST BOUND,8200,E,7400,457,E,0.07,16000,,,-0.004,0.001,2017,"7,400* (6% 457*) EAST BOUND"
355624,3985,-37.6939241210778,144.915360820101,3985,5536,PASCOE VALE ROAD btwn WESTERN RING ROAD Offramp & WESTERN RING ROAD Onramp,SOUTH BOUND,13000,E,12000,764,E,0.08,24000,,,0.001,0.003,2017,"12,000* (6% 764*) SOUTH BOUND"
355625,4176,-37.7397512206967,144.928433414843,4176,5545,PASCOE VALE ROAD btwn PASCOE AVENUE & PASCOE AVENUE,SOUTH BOUND,13000,E,12000,273,E,0.03,23000,,,0.005,0.004,2017,"12,000* (2% 273*) SOUTH BOUND"
355626,3991,-37.5898340071908,144.879523039457,3991,5555,MICKLEHAM ROAD btwn CRAIGIEBURN ROAD & SOMERTON ROAD,SOUTH BOUND,8100,A,7300,376,E,0.06,14000,731,475,0.058,0.018000000000000002,2017,"7,300 (5% 376*) SOUTH BOUND"
355627,61,-38.2005861197751,146.534789724378,61,3883,SHAKESPEARE STREET btwn HYLAND HIGHWAY & DUNBAR ROAD,SOUTH EAST BOUND,2600,E,2800,323,E,0.14,5600,,,0.012,0.004,2017,"2,800* (12% 323*) SOUTH EAST BOUND"
355628,606,-38.4732976220556,145.948537057576,606,4092,ROUGHEAD STREET btwn ROUGHEAD STREET & LEONGATHA-YARRAGON ROAD,NORTH BOUND,4300,E,4500,661,E,0.18,9600,,,0.007,0.004,2017,"4,500* (15% 661*) NORTH BOUND"
355629,246,-38.2793961157558,146.32066374695,246,4181,MORWELL-THORPDALE ROAD btwn MOUNTAIN HUT ROAD & PRINCES HIGHWAY EAST Offramp,NORTH EAST BOUND,2600,E,2700,279,E,0.12,4600,,,0.032,0.016,2017,"2,700* (10% 279*) NORTH EAST BOUND"
355630,65,-38.3147974649639,144.318400931904,65,4328,SURF COAST HIGHWAY btwn SURF COAST HIGHWAY & COOMBES ROAD,SOUTH BOUND,9100,E,9700,585,E,0.07,18000,,,0.012,0.004,2017,"9,700* (6% 585*) SOUTH BOUND"
355631,446,-38.1340028312447,145.228245179724,446,4520,DANDENONG-HASTINGS ROAD btwn CRANBOURNE ROAD & NORTH ROAD,SOUTH BOUND,11000,E,10000,889,E,0.1,21000,,,0.006,0.012,2017,"10,000* (9% 889*) SOUTH BOUND"
355632,613,-37.8245783365253,144.963748427028,613,4617,POWER STREET btwn KAVANAGH STREET & SOUTHERN LINK TOLLWAY,NORTH WEST BOUND,13000,E,12000,660,E,0.07,24000,,,0.017,0.006,2017,"12,000* (6% 660*) NORTH WEST BOUND"
355633,4714,-38.026231601411,145.3067309791,4714,6368,PRINCES HIGHWAY EAST btwn NARRE WARREN NORTH ROAD & VICTOR CRESCENT,EAST BOUND,20000,E,18000,760,E,0.05,38000,,,-0.015000000000000001,0.006,2017,"18,000* (4% 760*) EAST BOUND"
355634,4718,-38.0551344617137,145.382858224944,4718,6377,PRINCES FREEWAY EAST btwn PRINCES HIGHWAY EAST & PRINCES FREEWAY EAST,EAST BOUND,13000,E,12000,791,E,0.08,12000,,,-0.03,0.03,2017,"12,000* (7% 791*) EAST BOUND"
355635,5251,-38.0681125275829,145.496842619358,5251,6385,PRINCES HIGHWAY EAST btwn RYAN ROAD & ARMY ROAD,EAST BOUND,4800,E,4300,469,E,0.13,8100,,,-0.07200000000000001,0.028,2017,"4,300* (11% 469*) EAST BOUND"
355636,4725,-38.0948985173783,145.839385918208,4725,6393,PRINCES FREEWAY EAST btwn MAIN NEERIM ROAD & PRINCES HIGHWAY EAST Offramp,EAST BOUND,12000,A,12000,1500,E,0.14,24000,993,966,0.039,0.003,2017,"12,000 (12% 1,500*) EAST BOUND"
355637,4928,-38.1739200867104,145.973467351557,4928,6404,PRINCES FREEWAY EAST btwn PRINCES HIGHWAY EAST Onramp & PRINCES HIGHWAY EAST Offramp,SOUTH EAST BOUND,13000,E,14000,1400,E,0.12,28000,,,0.038,0.01,2017,"14,000* (10% 1,400*) SOUTH EAST BOUND"
355638,5176,-38.1968905807008,144.318698585897,5176,6108,PIONEER ROAD btwn COLAC ROAD & SURF COAST HIGHWAY,EAST BOUND,7100,E,7500,911,E,0.15,15000,,,-0.003,0.007,2017,"7,500* (12% 911*) EAST BOUND"
355639,4660,-37.8105678075195,145.000641225142,4660,6116,VICTORIA STREET btwn CHURCH STREET & BURNLEY STREET,EAST BOUND,12000,A,10000,161,E,0.02,19000,574,1000,-0.02,0.007,2017,"10,000 (2% 161*) EAST BOUND"
355640,4257,-37.7928490544409,144.86327680313,4257,6124,ASHLEY STREET btwn SOUTH ROAD & BARKLY STREET,SOUTH BOUND,15000,A,13000,848,E,0.07,27000,1000,930,0.007,0.005,2017,"13,000 (7% 848*) SOUTH BOUND"
355641,5182,-37.1894161256225,148.727056862975,5182,6128,ORBOST-BONANG ROAD btwn DEDDICK RIVER ROAD & BONANG ROAD,SOUTH BOUND,7,E,7,1,E,0.14,20,,,-0.075,0.047,2017,7* (14% 1*) SOUTH BOUND
355642,4259,-37.9550265434232,147.085443080786,4259,6136,TYERS STREET btwn BRIAGOLONG ROAD & DAWSON STREET,SOUTH BOUND,847,E,897,56,E,0.08,1800,,,0.001,0.015000000000000001,2017,897* (6% 56*) SOUTH BOUND
355643,4867,-37.3971405209477,144.319534445447,4867,6142,BLACKWOOD ROAD btwn COSMO ROAD & GREENDALE-TRENTHAM ROAD,SOUTH BOUND,308,E,326,46,E,0.17,650,,,0.036000000000000004,0.007,2017,326* (14% 46*) SOUTH BOUND
355644,4211,-37.7724794734499,145.026286219735,4211,5883,GRANGE ROAD btwn SEPARATION STREET & CHANDLER HIGHWAY,SOUTH BOUND,13000,E,12000,736,E,0.07,24000,,,0.005,0.004,2017,"12,000* (6% 736*) SOUTH BOUND"
355645,4607,-38.1128958246884,144.264351889657,4607,5892,FRIEND IN HAND ROAD btwn FYANSFORD-GHERINGHAP ROAD & HAMILTON HIGHWAY,SOUTH BOUND,141,E,149,13,E,0.11,310,,,0.015000000000000001,0.002,2017,149* (9% 13*) SOUTH BOUND
355646,4804,-38.1160001380201,144.330367229389,4804,5903,VINES ROAD btwn BALLARAT ROAD & CHURCH STREET,SOUTH BOUND,7100,E,7500,577,E,0.09,14000,,,0.012,0.002,2017,"7,500* (8% 577*) SOUTH BOUND"
355647,4613,-37.8448519158964,144.978685596031,4613,5913,ST KILDA ROAD btwn COMMERCIAL ROAD & BEATRICE STREET,SOUTH BOUND,18000,E,16000,985,E,0.07,34000,,,-0.005,0.003,2017,"16,000* (6% 985*) SOUTH BOUND"
355648,5140,-38.0573942300846,144.392513561738,5140,5922,SHELL PARADE btwn PRINCES HIGHWAY WEST Offramp & SHELL PARADE,SOUTH BOUND,1600,E,1700,329,E,0.24,3400,,,0.009000000000000001,0.003,2017,"1,700* (19% 329*) SOUTH BOUND"
355649,4648,-38.2356606711697,146.3944854683,4648,6061,PRINCES DRIVE btwn MCDONALD STREET & LATROBE ROAD,EAST BOUND,12000,E,13000,1200,E,0.12,23000,,,0.08900000000000001,0.023,2017,"13,000* (9% 1,200*) EAST BOUND"
355650,5518,-37.6076700726626,144.703414468013,5518,6594,CALDER FREEWAY btwn CALDER HIGHWAY Offramp & VINEYARD ROAD,SOUTH EAST BOUND,18000,E,16000,1200,E,0.09,33000,,,0.018000000000000002,0.004,2017,"16,000* (8% 1,200*) SOUTH EAST BOUND"
355651,5519,-37.6355023042218,144.730116710611,5519,6598,CALDER FREEWAY btwn BULLA-DIGGERS REST ROAD & CALDER HIGHWAY Onramp,SOUTH BOUND,18000,E,16000,1200,E,0.09,33000,,,0.018000000000000002,0.004,2017,"16,000* (8% 1,200*) SOUTH BOUND"
355652,4355,-37.7257143304311,144.84959454611,4355,6606,CALDER FREEWAY btwn KEILOR PARK DRIVE & CALDER HIGHWAY Onramp,EAST BOUND,45000,E,40000,2400,E,0.07,80000,,,0.015000000000000001,0.007,2017,"40,000* (6% 2,400*) EAST BOUND"
355653,5332,-37.7413136665196,144.966597416688,5332,6621,SYDNEY ROAD btwn URQUHART STREET & BELL STREET,NORTH BOUND,9900,A,8900,285,E,0.04,20000,407,704,-0.01,0.003,2017,"8,900 (3% 285*) NORTH BOUND"
355654,5305,-37.6919052301031,144.958351170545,5305,6629,SYDNEY ROAD btwn METROPOLITAN RING ROAD Onramp & METROPOLITAN RING ROAD,NORTH BOUND,30000,E,27000,2600,E,0.11,56000,,,0.004,0.004,2017,"27,000* (10% 2,600*) NORTH BOUND"
355655,4363,-37.6000580756636,144.944329385095,4363,6637,HUME FREEWAY btwn HUME FREEWAY & CRAIGIEBURN ROAD,NORTH BOUND,15000,E,14000,1100,E,0.1,27000,,,0.003,0.013000000000000001,2017,"14,000* (8% 1,100*) NORTH BOUND"
355656,5859,-37.445998474791,144.98089244739,5859,6648,HUME FREEWAY btwn MACSFIELD ROAD & HUME FREEWAY Onramp,NORTH BOUND,16000,E,17000,4100,E,0.29,28000,,,0.028,0.004,2017,"17,000* (24% 4,100*) NORTH BOUND"
355657,5860,-37.2824746742083,145.055392747058,5860,6656,HUME FREEWAY btwn HUME FREEWAY Onramp & HUME FREEWAY Offramp,NORTH BOUND,9800,E,10000,2900,A,0.34,21000,,,0.023,0.002,2017,"10,000* (29% 2,900*) NORTH BOUND"
355658,5339,-36.7710888450839,145.537063550982,5339,6672,HUME FREEWAY btwn HUME HIGHWAY & HUME FREEWAY Onramp,EAST BOUND,5800,E,6200,2100,E,0.42,12000,,,0.028,0.004,2017,"6,200* (34% 2,100*) EAST BOUND"
355659,5867,-36.5825176228562,145.954787832766,5867,6680,HUME FREEWAY btwn MIDLAND HIGHWAY & HUME FREEWAY Onramp,EAST BOUND,5700,E,6000,2100,E,0.44,12000,,,0.019,0.003,2017,"6,000* (36% 2,100*) EAST BOUND"
355660,5346,-36.4311507809076,146.256915564464,5346,6688,HUME FREEWAY btwn GLENROWAN-MYRTLEFORD ROAD & HUME FREEWAY Onramp,NORTH EAST BOUND,7900,E,8300,2100,E,0.32,17000,,,0.019,0.002,2017,"8,300* (26% 2,100*) NORTH EAST BOUND"
355661,3587,-37.2791289394275,144.736701654958,3587,5563,MELBOURNE-LANCEFIELD ROAD btwn CHAUNCEY STREET & MAIN STREET,SOUTH BOUND,2500,E,2700,219,E,0.1,5400,,,0.013000000000000001,0.004,2017,"2,700* (8% 219*) SOUTH BOUND"
355662,4517,-37.6443281418257,144.834182022716,4517,5572,SUNBURY ROAD btwn OAKLANDS ROAD & TULLAMARINE FREEWAY,EAST BOUND,12000,E,11000,560,E,0.06,21000,,,0.015000000000000001,0.005,2017,"11,000* (5% 560*) EAST BOUND"
355663,4182,-37.8202675275324,144.882131281156,4182,5577,WILLIAMSTOWN ROAD btwn FRANCIS STREET & WEST GATE FREEWAY Offramp,SOUTH BOUND,20000,E,18000,2000,E,0.13,39000,,,0.002,0.006,2017,"18,000* (11% 2,000*) SOUTH BOUND"
355664,4186,-37.7367920310462,144.905475423152,4186,5592,BULLA ROAD btwn TULLAMARINE FREEWAY Onramp & WOODLAND STREET,SOUTH BOUND,27000,E,24000,936,E,0.04,49000,,,0.029,0.017,2017,"24,000* (4% 936*) SOUTH BOUND"
355665,4525,-37.7809118665352,144.932324686921,4525,5601,MT ALEXANDER ROAD btwn KENT STREET & WELLINGTON STREET,SOUTH EAST BOUND,14000,A,12000,754,E,0.07,24000,1300,616,0.0,0.005,2017,"12,000 (6% 754*) SOUTH EAST BOUND"
355666,4190,-37.575782410577,144.679031380581,4190,5610,GAP ROAD btwn CALDER FREEWAY & CALDER HIGHWAY Offramp,EAST BOUND,5300,E,4800,244,E,0.06,9500,,,0.039,0.008,2017,"4,800* (5% 244*) EAST BOUND"
355667,4002,-37.676411177177,144.597628748231,4002,5618,FEDERATION DRIVE btwn GISBORNE-MELTON ROAD & KEILOR-MELTON ROAD,SOUTH EAST BOUND,8000,E,7200,321,E,0.05,15000,,,0.023,0.003,2017,"7,200* (4% 321*) SOUTH EAST BOUND"
355668,4896,-36.6686318285092,142.876403799753,4896,6272,WIMMERA HIGHWAY btwn NAVARRE ROAD & SCOTS STREET,EAST BOUND,241,E,255,68,E,0.33,510,,,0.006,0.004,2017,255* (27% 68*) EAST BOUND
355669,4697,-36.7452260781677,141.932341663963,4697,6280,WIMMERA HIGHWAY btwn APSLEY-NATIMUK ROAD & MIGA LAKE-GYMBOWEN ROAD,SOUTH WEST BOUND,366,E,387,83,E,0.27,770,,,0.047,0.01,2017,387* (21% 83*) SOUTH WEST BOUND
355670,5258,-38.1863868381435,146.230942089638,5258,6412,PRINCES FREEWAY EAST btwn PRINCES FREEWAY EAST & PRINCES HIGHWAY EAST Onramp,EAST BOUND,10000,E,11000,1500,E,0.18,22000,,,0.028,0.005,2017,"11,000* (14% 1,500*) EAST BOUND"
355671,4226,-37.84473717871,145.039535626829,4226,5963,TOORAK ROAD btwn MONASH FREEWAY & MONASH FREEWAY,EAST BOUND,17000,E,15000,336,E,0.03,35000,,,-0.005,0.002,2017,"15,000* (2% 336*) EAST BOUND"
355672,4229,-37.8375045949713,145.111382995542,4229,5973,ELGAR ROAD btwn RIVERSDALE ROAD & RIVERSDALE ROAD,SOUTH WEST BOUND,4800,E,4300,266,E,0.07,8600,,,-0.004,0.001,2017,"4,300* (6% 266*) SOUTH WEST BOUND"
355673,4627,-38.0652779023367,145.299124462864,4627,5987,NARRE WARREN-CRANBOURNE ROAD btwn LITTLECROFT AVENUE & THOMPSONS ROAD,SOUTH BOUND,11000,E,10000,401,E,0.05,20000,,,0.012,0.002,2017,"10,000* (4% 401*) SOUTH BOUND"
355674,4823,-38.36162941175,143.56312909786,4823,5992,IRREWILLIPE ROAD btwn LAWES ROAD & UNDERWOODS ROAD,SOUTH BOUND,532,E,563,37,E,0.08,1100,,,0.013000000000000001,0.002,2017,563* (7% 37*) SOUTH BOUND
355675,4825,-38.2448446298556,146.42558733097,4825,6000,MONASH WAY btwn PRINCES FREEWAY EAST & PRINCES HIGHWAY EAST Offramp,SOUTH BOUND,4400,E,4700,247,E,0.07,9100,,,0.01,0.003,2017,"4,700* (5% 247*) SOUTH BOUND"
355676,4829,-38.3366307516933,146.32397293457,4829,6009,MONASH WAY btwn SPEARGRASS ROAD & RIGA COURT,EAST BOUND,1200,E,1300,123,E,0.12,2700,,,0.022000000000000002,0.012,2017,"1,300* (9% 123*) EAST BOUND"
355677,4238,-38.2200971950291,146.443669316966,4238,6017,ALEXANDERS ROAD btwn MORWELL-MARYVALE ROAD & PRINCES DRIVE,SOUTH BOUND,3700,E,3900,518,E,0.16,7900,,,0.012,0.013000000000000001,2017,"3,900* (13% 518*) SOUTH BOUND"
355678,4240,-37.6895544171373,144.958236334882,4240,6025,MAHONEYS ROAD btwn SYDNEY ROAD & HUGHES PARADE,EAST BOUND,16000,A,14000,1200,E,0.1,28000,916,1400,0.001,0.004,2017,"14,000 (9% 1,200*) EAST BOUND"
355679,4637,-37.7025269055824,145.084167354999,4637,6034,GRIMSHAW STREET btwn MACORNA STREET & GREENSBOROUGH HIGHWAY,EAST BOUND,12000,A,11000,695,E,0.07,22000,923,976,-0.006,0.003,2017,"11,000 (6% 695*) EAST BOUND"
355680,4218,-38.0985708259749,144.351226358355,4218,5931,THE BOULEVARD btwn MORGAN STREET & MELBOURNE ROAD,EAST BOUND,5200,E,5500,431,E,0.1,11000,,,0.003,0.015000000000000001,2017,"5,500* (8% 431*) EAST BOUND"
355681,4617,-38.1812420419336,144.357574854472,4617,5939,BREAKWATER ROAD btwn BARWON HEADS ROAD & TUCKER STREET,EAST BOUND,15000,E,16000,1800,E,0.14,31000,,,0.037000000000000005,0.007,2017,"16,000* (11% 1,800*) EAST BOUND"
355682,4813,-37.7164110192971,145.006864982127,4813,5948,SPRING STREET btwn EDWARDES STREET & REGENT STREET,SOUTH BOUND,12000,A,11000,667,E,0.07,22000,934,690,0.003,0.002,2017,"11,000 (6% 667*) SOUTH BOUND"
355683,5149,-37.8405908820164,145.004699806004,5149,5957,TOORAK ROAD btwn WILLIAMS ROAD & CANTERBURY ROAD,EAST BOUND,12000,E,11000,692,E,0.07,22000,,,-0.009000000000000001,0.004,2017,"11,000* (6% 692*) EAST BOUND"
355684,4817,-37.8222838899941,145.114006911739,4817,5971,ELGAR ROAD btwn MONT ALBERT ROAD & CANTERBURY ROAD,SOUTH BOUND,15000,E,14000,377,E,0.03,27000,,,0.007,0.01,2017,"14,000* (3% 377*) SOUTH BOUND"
355685,5151,-37.7699751633654,145.129596068403,5151,5980,WILLIAMSONS ROAD btwn KING STREET & GEORGE STREET,SOUTH BOUND,14000,E,12000,762,E,0.07,24000,,,0.015000000000000001,0.006,2017,"12,000* (6% 762*) SOUTH BOUND"
355686,4821,-38.1721916152034,143.634811412237,4821,5990,CORAGULAC-BEEAC ROAD btwn COLAC-BALLARAT ROAD & PRINCES HIGHWAY WEST,SOUTH BOUND,822,E,871,56,E,0.08,1600,,,0.011000000000000001,0.004,2017,871* (6% 56*) SOUTH BOUND
355687,5278,-34.1679268085268,142.058570091761,5278,6491,MAIN AVENUE btwn COMMERCIAL STREET & CALDER HIGHWAY,SOUTH BOUND,1900,E,2000,175,E,0.11,4000,,,0.011000000000000001,0.005,2017,"2,000* (9% 175*) SOUTH BOUND"
355688,4330,-34.2232251062709,142.156101384339,4330,6496,FIFTEENTH STREET btwn COWRA AVENUE & CALDER HIGHWAY,SOUTH EAST BOUND,4900,E,5200,323,E,0.08,10000,,,0.009000000000000001,0.006,2017,"5,200* (6% 323*) SOUTH EAST BOUND"
355689,4331,-35.0713954433804,142.319116425609,4331,6504,CALDER HIGHWAY btwn FARRELL STREET & MALLEE HIGHWAY,SOUTH BOUND,854,E,905,211,E,0.29,1800,,,0.026000000000000002,0.011000000000000001,2017,905* (23% 211*) SOUTH BOUND
355690,4334,-35.5087377070449,142.85047547746,4334,6512,RAILWAY AVENUE btwn PARK STREET & CALDER HIGHWAY,SOUTH EAST BOUND,670,E,710,148,E,0.26,1400,,,0.02,0.002,2017,710* (21% 148*) SOUTH EAST BOUND
355691,5534,-36.1773545740071,146.482801609722,5534,6704,HUME FREEWAY btwn HUME FREEWAY Onramp & HUME FREEWAY Offramp,EAST BOUND,5600,E,6000,2000,E,0.41000000000000003,12000,,,0.014,0.003,2017,"6,000* (33% 2,000*) EAST BOUND"
355692,2818,-38.1506155249379,146.493894907704,2818,4583,TYERS ROAD btwn TYERS-GLENGARRY ROAD & KIMBERLEY DRIVE,SOUTH BOUND,1100,E,1200,76,E,0.08,2400,,,-0.006,0.01,2017,"1,200* (6% 76*) SOUTH BOUND"
